country;pop;year;value
Afghanistan;urban;1991;2763.167
Afghanistan;total;1992;14485.546
Afghanistan;males;1992;7461.092
Afghanistan;females;1992;7024.451
Afghanistan;rural;1992;10995.568
Afghanistan;urban;1992;2985.663
Afghanistan;total;1993;15816.603
Afghanistan;males;1993;8176.785
Afghanistan;females;1993;7639.816
Afghanistan;rural;1993;11858.09
Afghanistan;urban;1993;3237.009
Afghanistan;total;1994;17075.727
Afghanistan;males;1994;8848.711
Afghanistan;females;1994;8227.017
Afghanistan;rural;1994;12690.115
Afghanistan;urban;1994;3482.604
Afghanistan;total;1995;18110.657
Afghanistan;males;1995;9392.627
Afghanistan;females;1995;8718.035
Afghanistan;rural;1995;13401.971
Afghanistan;urban;1995;3697.57
Afghanistan;total;1996;18853.437
Afghanistan;males;1996;9770.493
Afghanistan;females;1996;9082.951
Afghanistan;rural;1996;13952.791
Afghanistan;urban;1996;3870.093
Afghanistan;total;1997;19357.126
Afghanistan;males;1997;10012.241
Afghanistan;females;1997;9344.885
Afghanistan;rural;1997;14373.573
Afghanistan;urban;1997;4008.032
Afghanistan;total;1998;19737.765
Afghanistan;males;1998;10184.272
Afghanistan;females;1998;9553.498
Afghanistan;rural;1998;14733.655
Afghanistan;urban;1998;4130.344
Afghanistan;total;1999;20170.844
Afghanistan;males;1999;10386.589
Afghanistan;females;1999;9784.258
Afghanistan;rural;1999;15137.497
Afghanistan;urban;1999;4266.179
Afghanistan;total;2000;20779.953
Afghanistan;males;2000;10689.508
Afghanistan;females;2000;10090.449
Afghanistan;rural;2000;15657.474
Afghanistan;urban;2000;4436.282
Afghanistan;total;2001;21606.988
Afghanistan;males;2001;11117.754
Afghanistan;females;2001;10489.238
Afghanistan;rural;2001;16318.324
Afghanistan;urban;2001;4648.139
Afghanistan;total;2002;22600.77
Afghanistan;males;2002;11642.106
Afghanistan;females;2002;10958.668
Afghanistan;rural;2002;17086.91
Afghanistan;urban;2002;4893.013
Afghanistan;total;2003;23680.871
Afghanistan;males;2003;12214.634
Afghanistan;females;2003;11466.237
Afghanistan;rural;2003;17909.063
Afghanistan;urban;2003;5155.788
Afghanistan;total;2004;24726.684
Afghanistan;males;2004;12763.726
Afghanistan;females;2004;11962.963
Afghanistan;rural;2004;18692.107
Afghanistan;urban;2004;5426.872
Afghanistan;total;2005;25654.277
Afghanistan;males;2005;13239.684
Afghanistan;females;2005;12414.59
Afghanistan;rural;2005;19378.962
Afghanistan;urban;2005;5691.836
Afghanistan;total;2006;26433.049
Afghanistan;males;2006;13623.896
Afghanistan;females;2006;12809.162
Afghanistan;rural;2006;19961.972
Afghanistan;urban;2006;5931.478
Afghanistan;total;2007;27100.536
Afghanistan;males;2007;13938.97
Afghanistan;females;2007;13161.572
Afghanistan;rural;2007;20464.923
Afghanistan;urban;2007;6151.869
Afghanistan;total;2008;27722.276
Afghanistan;males;2008;14225.725
Afghanistan;females;2008;13496.556
Afghanistan;rural;2008;20929.119
Afghanistan;urban;2008;6364.912
Afghanistan;total;2009;28394.813
Afghanistan;males;2009;14544.055
Afghanistan;females;2009;13850.751
Afghanistan;rural;2009;21415.593
Afghanistan;urban;2009;6588.738
Afghanistan;total;2010;29185.507
Afghanistan;males;2010;14935.756
Afghanistan;females;2010;14249.755
Afghanistan;rural;2010;21966.187
Afghanistan;urban;2010;6836.98
Afghanistan;total;2011;30117.413
Afghanistan;males;2011;15415.361
Afghanistan;females;2011;14702.05
Afghanistan;rural;2011;22594.126
Afghanistan;urban;2011;7114.473
Afghanistan;total;2012;31161.376
Afghanistan;males;2012;15964.874
Afghanistan;females;2012;15196.504
Afghanistan;rural;2012;23280.663
Afghanistan;urban;2012;7416.295
Afghanistan;total;2013;32269.589
Afghanistan;males;2013;16554.278
Afghanistan;females;2013;15715.314
Afghanistan;rural;2013;23997.856
Afghanistan;urban;2013;7733.832
Afghanistan;total;2014;33370.794
Afghanistan;males;2014;17138.803
Afghanistan;females;2014;16232.001
Afghanistan;rural;2014;24703.798
Afghanistan;urban;2014;8054.222
Afghanistan;total;2015;34413.603
Afghanistan;males;2015;17686.166
Afghanistan;females;2015;16727.437
Afghanistan;rural;2015;25368.923
Afghanistan;urban;2015;8367.571
Afghanistan;total;2016;35383.032
Afghanistan;males;2016;18186.994
Afghanistan;females;2016;17196.034
Afghanistan;rural;2016;25985.093
Afghanistan;urban;2016;8670.939
Afghanistan;total;2017;36296.113
Afghanistan;males;2017;18651.985
Afghanistan;females;2017;17644.126
Afghanistan;rural;2017;26558.609
Afghanistan;urban;2017;8971.472
Afghanistan;total;2018;37171.921
Afghanistan;males;2018;19093.043
Afghanistan;females;2018;18078.879
Afghanistan;rural;2018;27099.874
Afghanistan;urban;2018;9273.302
Albania;total;1950;1263.174
Albania;males;1950;648.22
Albania;females;1950;614.944
Albania;rural;1950;1003.869
Albania;urban;1950;259.305
Albania;total;1951;1287.5
Albania;males;1951;660.991
Albania;females;1951;626.508
Albania;rural;1951;1010.645
Albania;urban;1951;276.852
Albania;total;1952;1316.093
Albania;males;1952;675.879
Albania;females;1952;640.211
Albania;rural;1952;1016.436
Albania;urban;1952;299.653
Albania;total;1953;1348.112
Albania;males;1953;692.491
Albania;females;1953;655.622
Albania;rural;1953;1023.453
Albania;urban;1953;324.646
Albania;total;1954;1382.898
Albania;males;1954;710.501
Albania;females;1954;672.397
Albania;rural;1954;1030.967
Albania;urban;1954;351.911
Albania;total;1955;1419.994
Albania;males;1955;729.678
Albania;females;1955;690.313
Albania;rural;1955;1038.512
Albania;urban;1955;381.458
Albania;total;1956;1459.12
Albania;males;1956;749.897
Albania;females;1956;709.218
Albania;rural;1956;1052.235
Albania;urban;1956;406.854
Albania;total;1957;1500.181
Albania;males;1957;771.095
Albania;females;1957;729.085
Albania;rural;1957;1071.504
Albania;urban;1957;428.645
Albania;total;1958;1543.255
Albania;males;1958;793.316
Albania;females;1958;749.94
Albania;rural;1958;1091.461
Albania;urban;1958;451.761
Albania;total;1959;1588.513
Albania;males;1959;816.61
Albania;females;1959;771.896
Albania;rural;1959;1112.188
Albania;urban;1959;476.296
Albania;total;1960;1636.09
Albania;males;1960;841.06
Albania;females;1960;795.031
Albania;rural;1960;1133.697
Albania;urban;1960;502.359
Albania;total;1961;1685.936
Albania;males;1961;866.61
Albania;females;1961;819.316
Albania;rural;1961;1164.229
Albania;urban;1961;521.671
Albania;total;1962;1737.686
Albania;males;1962;893.102
Albania;females;1962;844.573
Albania;rural;1962;1198.718
Albania;urban;1962;538.926
Albania;total;1963;1790.573
Albania;males;1963;920.151
Albania;females;1963;870.42
Albania;rural;1963;1233.922
Albania;urban;1963;556.612
Albania;total;1964;1843.634
Albania;males;1964;947.31
Albania;females;1964;896.339
Albania;rural;1964;1269.163
Albania;urban;1964;574.43
Albania;total;1965;1896.171
Albania;males;1965;974.227
Albania;females;1965;921.948
Albania;rural;1965;1303.967
Albania;urban;1965;592.158
Albania;total;1966;1947.83
Albania;males;1966;1000.739
Albania;females;1966;947.097
Albania;rural;1966;1338.094
Albania;urban;1966;609.691
Albania;total;1967;1998.74
Albania;males;1967;1026.912
Albania;females;1967;971.831
Albania;rural;1967;1371.628
Albania;urban;1967;627.065
Albania;total;1968;2049.21
Albania;males;1968;1052.868
Albania;females;1968;996.346
Albania;rural;1968;1404.776
Albania;urban;1968;644.375
Albania;total;1969;2099.729
Albania;males;1969;1078.809
Albania;females;1969;1020.929
Albania;rural;1969;1437.257
Albania;urban;1969;662.396
Albania;total;1970;2150.707
Albania;males;1970;1104.899
Albania;females;1970;1045.805
Albania;rural;1970;1467.991
Albania;urban;1970;682.607
Albania;total;1971;2202.189
Albania;males;1971;1131.158
Albania;females;1971;1071.028
Albania;rural;1971;1498.85
Albania;urban;1971;703.185
Albania;total;1972;2254.056
Albania;males;1972;1157.554
Albania;females;1972;1096.504
Albania;rural;1972;1529.743
Albania;urban;1972;724.101
Albania;total;1973;2306.29
Albania;males;1973;1184.1
Albania;females;1973;1122.184
Albania;rural;1973;1560.67
Albania;urban;1973;745.333
Albania;total;1974;2358.846
Albania;males;1974;1210.869
Albania;females;1974;1147.983
Albania;rural;1974;1591.577
Albania;urban;1974;766.886
Albania;total;1975;2411.732
Albania;males;1975;1237.893
Albania;females;1975;1173.84
Albania;rural;1975;1622.471
Albania;urban;1975;788.758
Albania;total;1976;2464.983
Albania;males;1976;1265.219
Albania;females;1976;1199.762
Albania;rural;1976;1653.365
Albania;urban;1976;810.971
Albania;total;1977;2518.685
Albania;males;1977;1292.864
Albania;females;1977;1225.821
Albania;rural;1977;1684.337
Albania;urban;1977;833.535
Albania;total;1978;2572.85
Albania;males;1978;1320.788
Albania;females;1978;1252.064
Albania;rural;1978;1715.37
Albania;urban;1978;856.48
Albania;total;1979;2627.505
Albania;males;1979;1348.94
Albania;females;1979;1278.566
Albania;rural;1979;1746.48
Albania;urban;1979;879.806
Albania;total;1980;2682.69
Albania;males;1980;1377.288
Albania;females;1980;1305.409
Albania;rural;1980;1776.005
Albania;urban;1980;905.234
Albania;total;1981;2737.026
Albania;males;1981;1404.951
Albania;females;1981;1332.067
Albania;rural;1981;1804.665
Albania;urban;1981;930.664
Albania;total;1982;2790.275
Albania;males;1982;1431.805
Albania;females;1982;1358.479
Albania;rural;1982;1832.278
Albania;urban;1982;956.036
Albania;total;1983;2844.871
Albania;males;1983;1459.31
Albania;females;1983;1385.557
Albania;rural;1983;1860.451
Albania;urban;1983;982.173
Albania;total;1984;2904.14
Albania;males;1984;1489.534
Albania;females;1984;1414.608
Albania;rural;1984;1891.335
Albania;urban;1984;1010.257
Albania;total;1985;2969.672
Albania;males;1985;1523.437
Albania;females;1985;1446.234
Albania;rural;1985;1925.949
Albania;urban;1985;1040.849
Albania;total;1986;3044.212
Albania;males;1986;1562.939
Albania;females;1986;1481.262
Albania;rural;1986;1965.997
Albania;urban;1986;1075.01
Albania;total;1987;3124.894
Albania;males;1987;1606.32
Albania;females;1987;1518.572
Albania;rural;1987;2009.561
Albania;urban;1987;1111.775
Albania;total;1988;3200.977
Albania;males;1988;1646.547
Albania;females;1988;1554.425
Albania;rural;1988;2049.704
Albania;urban;1988;1147.363
Albania;total;1989;3257.925
Albania;males;1989;1674.093
Albania;females;1989;1583.82
Albania;rural;1989;2077.214
Albania;urban;1989;1176.442
Albania;total;1990;3286.073
Albania;males;1990;1682.757
Albania;females;1990;1603.313
Albania;rural;1990;2086.075
Albania;urban;1990;1195.379
Albania;total;1991;3280.395
Albania;males;1991;1668.923
Albania;females;1991;1611.474
Albania;rural;1991;2073.348
Albania;urban;1991;1202.083
Albania;total;1992;3245.886
Albania;males;1992;1636.156
Albania;females;1992;1609.731
Albania;rural;1992;2033.508
Albania;urban;1992;1207.079
Albania;total;1993;3195.199
Albania;males;1993;1594.152
Albania;females;1993;1601.044
Albania;rural;1993;1983.942
Albania;urban;1993;1205.641
Albania;total;1994;3146.519
Albania;males;1994;1556.685
Albania;females;1994;1589.833
Albania;rural;1994;1936.056
Albania;urban;1994;1204.539
Albania;total;1995;3112.936
Albania;males;1995;1533.506
Albania;females;1995;1579.417
Albania;rural;1995;1897.862
Albania;urban;1995;1208.874
Albania;total;1996;3098.7
Albania;males;1996;1528.212
Albania;females;1996;1570.487
Albania;rural;1996;1871.645
Albania;urban;1996;1220.583
Albania;total;1997;3099.752
Albania;males;1997;1537.362
Albania;females;1997;1562.385
Albania;rural;1997;1854.74
Albania;urban;1997;1238.301
Albania;total;1998;3110.682
Albania;males;1998;1555.189
Albania;females;1998;1555.51
Albania;rural;1998;1843.604
Albania;urban;1998;1260.155
Albania;total;1999;3122.697
Albania;males;1999;1572.74
Albania;females;1999;1549.96
Albania;rural;1999;1832.914
Albania;urban;1999;1282.662
Albania;total;2000;3129.243
Albania;males;2000;1583.506
Albania;females;2000;1545.74
Albania;rural;2000;1818.833
Albania;urban;2000;1303.137
Albania;total;2001;3129.704
Albania;males;2001;1586.178
Albania;females;2001;1543.523
Albania;rural;2001;1797.423
Albania;urban;2001;1324.985
Albania;total;2002;3126.187
Albania;males;2002;1582.936
Albania;females;2002;1543.247
Albania;rural;2002;1762.229
Albania;urban;2002;1356.8
Albania;total;2003;3118.023
Albania;males;2003;1574.841
Albania;females;2003;1543.176
Albania;rural;2003;1724.344
Albania;urban;2003;1386.661
Albania;total;2004;3104.892
Albania;males;2004;1563.966
Albania;females;2004;1540.927
Albania;rural;2004;1683.584
Albania;urban;2004;1414.163
Albania;total;2005;3086.81
Albania;males;2005;1551.975
Albania;females;2005;1534.835
Albania;rural;2005;1640.246
Albania;urban;2005;1438.933
Albania;total;2006;3063.021
Albania;males;2006;1538.721
Albania;females;2006;1524.3
Albania;rural;2006;1593.892
Albania;urban;2006;1460.439
Albania;total;2007;3033.998
Albania;males;2007;1523.893
Albania;females;2007;1510.1
Albania;rural;2007;1545.166
Albania;urban;2007;1478.741
Albania;total;2008;3002.678
Albania;males;2008;1508.919
Albania;females;2008;1493.764
Albania;rural;2008;1496.108
Albania;urban;2008;1495.543
Albania;total;2009;2973.048
Albania;males;2009;1495.558
Albania;females;2009;1477.486
Albania;rural;2009;1449.427
Albania;urban;2009;1513.208
Albania;total;2010;2948.023
Albania;males;2010;1485.068
Albania;females;2010;1462.961
Albania;rural;2010;1406.665
Albania;urban;2010;1533.86
Albania;total;2011;2928.592
Albania;males;2011;1478.059
Albania;females;2011;1450.542
Albania;rural;2011;1368.297
Albania;urban;2011;1558.362
Albania;total;2012;2914.096
Albania;males;2012;1474.211
Albania;females;2012;1439.88
Albania;rural;2012;1333.585
Albania;urban;2012;1586.454
Albania;total;2013;2903.79
Albania;males;2013;1472.67
Albania;females;2013;1431.118
Albania;rural;2013;1302.236
Albania;urban;2013;1616.742
Albania;total;2014;2896.305
Albania;males;2014;1472.095
Albania;females;2014;1424.212
Albania;rural;2014;1272.79
Albania;urban;2014;1647.985
Albania;total;2015;2890.513
Albania;males;2015;1471.456
Albania;females;2015;1419.068
Albania;rural;2015;1244.341
Albania;urban;2015;1679.011
Albania;total;2016;2886.438
Albania;males;2016;1470.548
Albania;females;2016;1415.879
Albania;rural;2016;1216.737
Albania;urban;2016;1709.611
Albania;total;2017;2884.169
Albania;males;2017;1469.588
Albania;females;2017;1414.581
Albania;rural;2017;1190.155
Albania;urban;2017;1740.032
Albania;total;2018;2882.74
Albania;males;2018;1468.376
Albania;females;2018;1414.359
Albania;rural;2018;1164.388
Albania;urban;2018;1769.975
Algeria;total;1950;8872.247
Algeria;males;1950;4511.598
Algeria;females;1950;4360.652
Algeria;rural;1950;6901.437
Algeria;urban;1950;1970.81
Algeria;total;1951;9023.269
Algeria;males;1951;4574.6
Algeria;females;1951;4448.663
Algeria;rural;1951;6963.871
Algeria;urban;1951;2076.039
Algeria;total;1952;9186.138
Algeria;males;1952;4645.493
Algeria;females;1952;4540.657
Algeria;rural;1952;7028.785
Algeria;urban;1952;2187.612
Algeria;total;1953;9364.371
Algeria;males;1953;4726.211
Algeria;females;1953;4638.17
Algeria;rural;1953;7099.006
Algeria;urban;1953;2306.437
Algeria;total;1954;9560.149
Algeria;males;1954;4817.885
Algeria;females;1954;4742.262
Algeria;rural;1954;7175.692
Algeria;urban;1954;2433.813
Algeria;total;1955;9774.283
Algeria;males;1955;4920.804
Algeria;females;1955;4853.476
Algeria;rural;1955;7259.327
Algeria;urban;1955;2570.392
Algeria;total;1956;10006.147
Algeria;males;1956;5034.365
Algeria;females;1956;4971.78
Algeria;rural;1956;7349.113
Algeria;urban;1956;2716.709
Algeria;total;1957;10253.778
Algeria;males;1957;5157.134
Algeria;females;1957;5096.643
Algeria;rural;1957;7443.807
Algeria;urban;1957;2872.481
Algeria;total;1958;10514.08
Algeria;males;1958;5286.988
Algeria;females;1958;5227.089
Algeria;rural;1958;7540.693
Algeria;urban;1958;3037.756
Algeria;total;1959;10783.224
Algeria;males;1959;5421.377
Algeria;females;1959;5361.851
Algeria;rural;1959;7637.146
Algeria;urban;1959;3211.827
Algeria;total;1960;11057.863
Algeria;males;1960;5558.042
Algeria;females;1960;5499.822
Algeria;rural;1960;7730.65
Algeria;urban;1960;3394.238
Algeria;total;1961;11336.339
Algeria;males;1961;5695.855
Algeria;females;1961;5640.481
Algeria;rural;1961;7778.402
Algeria;urban;1961;3626.457
Algeria;total;1962;11619.828
Algeria;males;1962;5835.478
Algeria;females;1962;5784.35
Algeria;rural;1962;7807.347
Algeria;urban;1962;3882.806
Algeria;total;1963;11912.803
Algeria;males;1963;5979.682
Algeria;females;1963;5933.118
Algeria;rural;1963;7830.819
Algeria;urban;1963;4154.317
Algeria;total;1964;12221.675
Algeria;males;1964;6132.484
Algeria;females;1964;6089.191
Algeria;rural;1964;7852.062
Algeria;urban;1964;4443.908
Algeria;total;1965;12550.885
Algeria;males;1965;6296.688
Algeria;females;1965;6254.192
Algeria;rural;1965;7873.83
Algeria;urban;1965;4753.122
Algeria;total;1966;12902.627
Algeria;males;1966;6473.533
Algeria;females;1966;6429.093
Algeria;rural;1966;7938.777
Algeria;urban;1966;5041.49
Algeria;total;1967;13275.026
Algeria;males;1967;6661.827
Algeria;females;1967;6613.193
Algeria;rural;1967;8145.491
Algeria;urban;1967;5208.706
Algeria;total;1968;13663.583
Algeria;males;1968;6859.039
Algeria;females;1968;6804.542
Algeria;rural;1968;8360.8
Algeria;urban;1968;5383.587
Algeria;total;1969;14061.722
Algeria;males;1969;7061.424
Algeria;females;1969;7000.3
Algeria;rural;1969;8580.832
Algeria;urban;1969;5563.606
Algeria;total;1970;14464.985
Algeria;males;1970;7266.428
Algeria;females;1970;7198.564
Algeria;rural;1970;8802.831
Algeria;urban;1970;5747.203
Algeria;total;1971;14872.25
Algeria;males;1971;7473.419
Algeria;females;1971;7398.834
Algeria;rural;1971;9026.154
Algeria;urban;1971;5933.955
Algeria;total;1972;15285.99
Algeria;males;1972;7683.73
Algeria;females;1972;7602.262
Algeria;rural;1972;9252.206
Algeria;urban;1972;6124.887
Algeria;total;1973;15709.825
Algeria;males;1973;7899.127
Algeria;females;1973;7810.704
Algeria;rural;1973;9483.118
Algeria;urban;1973;6321.31
Algeria;total;1974;16149.025
Algeria;males;1974;8122.262
Algeria;females;1974;8026.756
Algeria;rural;1974;9721.724
Algeria;urban;1974;6525.389
Algeria;total;1975;16607.707
Algeria;males;1975;8355.217
Algeria;females;1975;8252.489
Algeria;rural;1975;9970.336
Algeria;urban;1975;6738.763
Algeria;total;1976;17085.801
Algeria;males;1976;8597.95
Algeria;females;1976;8487.849
Algeria;rural;1976;10228.73
Algeria;urban;1976;6961.509
Algeria;total;1977;17582.904
Algeria;males;1977;8850.288
Algeria;females;1977;8732.611
Algeria;rural;1977;10449.894
Algeria;urban;1977;7240.29
Algeria;total;1978;18102.266
Algeria;males;1978;9113.902
Algeria;females;1978;8988.364
Algeria;rural;1978;10600.642
Algeria;urban;1978;7611.684
Algeria;total;1979;18647.815
Algeria;males;1979;9390.796
Algeria;females;1979;9257.005
Algeria;rural;1979;10756.471
Algeria;urban;1979;8004.29
Algeria;total;1980;19221.665
Algeria;males;1980;9682.118
Algeria;females;1980;9539.541
Algeria;rural;1980;10917.731
Algeria;urban;1980;8419.984
Algeria;total;1981;19824.301
Algeria;males;1981;9987.975
Algeria;females;1981;9836.322
Algeria;rural;1981;11084.665
Algeria;urban;1981;8858.999
Algeria;total;1982;20452.902
Algeria;males;1982;10307.008
Algeria;females;1982;10145.893
Algeria;rural;1982;11254.255
Algeria;urban;1982;9321.446
Algeria;total;1983;21101.875
Algeria;males;1983;10636.887
Algeria;females;1983;10464.988
Algeria;rural;1983;11423.111
Algeria;urban;1983;9805.178
Algeria;total;1984;21763.575
Algeria;males;1984;10974.407
Algeria;females;1984;10789.171
Algeria;rural;1984;11586.475
Algeria;urban;1984;10307.378
Algeria;total;1985;22431.502
Algeria;males;1985;11316.685
Algeria;females;1985;11114.822
Algeria;rural;1985;11741.505
Algeria;urban;1985;10824.4
Algeria;total;1986;23102.389
Algeria;males;1986;11662.342
Algeria;females;1986;11440.044
Algeria;rural;1986;11885.696
Algeria;urban;1986;11355.576
Algeria;total;1987;23774.284
Algeria;males;1987;12010.09
Algeria;females;1987;11764.197
Algeria;rural;1987;12025.355
Algeria;urban;1987;11892.542
Algeria;total;1988;24443.467
Algeria;males;1988;12357.073
Algeria;females;1988;12086.399
Algeria;rural;1988;12169.977
Algeria;urban;1988;12421.515
Algeria;total;1989;25106.19
Algeria;males;1989;12700.082
Algeria;females;1989;12406.11
Algeria;rural;1989;12300.97
Algeria;urban;1989;12956.702
Algeria;total;1990;25758.869
